CustomerIndex,ChurnPrediction,ChurnProbability,MonthlyCharges
6208,0,0.02083730016386221,80.80000305175781
1987,1,0.5563545248934259,89.1500015258789
5205,1,0.5446030941323017,91.19999694824219
3792,1,0.8331097297573212,91.25
4193,0,0.26121927092671215,19.75
6388,0,0.4613170550306565,20.399999618530273
5207,0,0.2950239728891717,40.650001525878906
675,0,0.115575514776651,110.3499984741211
300,0,0.4098648235015384,64.9000015258789
5093,0,0.11166610340978181,66.1500015258789
6191,0,0.3271605394377601,55.650001525878906
2259,0,0.1259875674847991,20.850000381469727
4802,0,0.3333488503701096,54.650001525878906
4231,0,0.02202342477416787,80.5999984741211
402,0,0.36827223553876814,99.44999694824219
1036,0,0.06349162428343783,114.69999694824219
7002,0,0.3002736186768962,105.4000015258789
747,1,0.7280443825895948,75.05000305175781
2373,0,0.014163638878116266,49.400001525878906
3719,0,0.03493959988786808,18.25
2743,0,0.07443064743356556,111.05000305175781
2755,0,0.06413791526659587,19.600000381469727
110,0,0.4059860713724632,96.75
1801,1,0.5968377312919554,69.69999694824219
1184,0,0.18220484712351806,87.9000015258789
2681,0,0.008705926145704498,40.400001525878906
4079,1,0.5172746808250741,78.1500015258789
6239,0,0.2465994391047385,99.4000015258789
3236,0,0.38001935480930793,55.29999923706055
5098,1,0.843631991613748,77.0
2383,0,0.32353323832864533,26.049999237060547
4782,1,0.7957706873224701,78.75
180,1,0.8156361497555177,29.950000762939453
3044,1,0.7133389999330108,45.400001525878906
2521,1,0.5240517988282715,85.25
4855,0,0.04240792062153731,104.05000305175781
2143,0,0.10866857990780283,74.8499984741211
4201,0,0.005484450062965909,19.549999237060547
1855,0,0.006189685346180867,20.100000381469727
3182,0,0.19349491917095873,95.19999694824219
3721,0,0.45564122286782754,20.649999618530273
6571,0,0.06034360017322804,55.0
3240,0,0.4211468996204736,106.55000305175781
3359,0,0.14001247517816529,19.950000762939453
4152,0,0.028335219930575247,76.1500015258789
4571,1,0.8007578767801687,69.80000305175781
2194,1,0.8660447076504973,79.5
1792,0,0.13057825980333526,69.4000015258789
2526,0,0.36813210396701745,19.399999618530273
195,0,0.340409301039122,96.55000305175781
558,1,0.8268556643809357,70.19999694824219
5671,0,0.019219537938216538,25.299999237060547
2649,0,0.006188972324317956,25.0
2590,1,0.6152574713901482,88.4000015258789
4046,0,0.3150268717874474,50.150001525878906
1543,1,0.8414645710092686,69.94999694824219
5034,0,0.05432483084834608,29.899999618530273
4154,1,0.8453661881283061,74.9000015258789
223,0,0.3629000677148394,50.04999923706055
2338,0,0.004008017826227221,19.950000762939453
6919,1,0.5029418381591996,89.4000015258789
342,0,0.08756858594942804,67.44999694824219
7001,0,0.49612994093009877,49.900001525878906
907,0,0.1726311921496192,65.3499984741211
6070,0,0.04947150259256361,81.0
2923,0,0.3195032232957704,89.80000305175781
7016,1,0.6727046618352593,49.95000076293945
2686,1,0.5845197950671277,79.8499984741211
6492,0,0.021817771802292288,19.75
2931,1,0.6442883135165419,105.3499984741211
3464,1,0.7441903444007263,83.8499984741211
6455,0,0.2906745929238072,44.29999923706055
5619,1,0.6480926836634914,91.0
2850,0,0.48492056037437586,99.0
2102,0,0.38608147046586166,80.55000305175781
4436,0,0.14294281221962923,60.599998474121094
3234,0,0.01554668941982035,19.700000762939453
3944,0,0.08151933063098991,20.25
3670,0,0.12170203379480082,24.25
5595,0,0.4357467163960542,19.399999618530273
5080,0,0.14081644727080367,93.1500015258789
4923,0,0.2638495243653187,49.75
3207,0,0.3752912618055709,19.649999618530273
3376,0,0.2530076324163297,19.399999618530273
5730,0,0.005696913773296359,19.799999237060547
4140,1,0.5739953451365946,99.9000015258789
4161,0,0.4806426017602135,49.95000076293945
3831,0,0.23799318028744978,89.05000305175781
1347,0,0.037262738194242646,19.950000762939453
9,0,0.030610019709829583,56.150001525878906
5013,1,0.5713731405183631,34.650001525878906
1092,0,0.0032999937314136508,64.94999694824219
4461,1,0.6493250345814943,94.19999694824219
5381,1,0.5500727491610107,78.9000015258789
3799,0,0.09833019780417913,65.25
4696,0,0.4233182414793831,95.80000305175781
2914,0,0.394718652066163,64.8499984741211
4537,0,0.35889637683379705,49.79999923706055
1554,0,0.14262197681807956,20.899999618530273
5250,1,0.8672018358204926,94.55000305175781
1380,0,0.17790905701130666,98.44999694824219
4224,0,0.004597965203120343,19.600000381469727
4552,0,0.3492491449148752,20.450000762939453
5133,0,0.4836314039517945,104.25
352,1,0.8696986402528801,89.1500015258789
1444,0,0.060445302318741886,111.1500015258789
3918,1,0.615367802902706,90.19999694824219
4755,1,0.7646482555362102,91.25
2646,0,0.03272680030368796,81.80000305175781
2275,1,0.7018836795862399,74.5
3755,1,0.8642029383443159,76.05000305175781
6853,1,0.599803294727916,111.0999984741211
150,0,0.41849918622470084,68.55000305175781
3174,0,0.08795876769206636,45.0
4867,1,0.7306325100635815,100.8499984741211
3043,1,0.7462344064745337,30.399999618530273
3172,1,0.6330871133916177,95.9000015258789
4379,0,0.3253484607154424,89.94999694824219
4533,0,0.3786002874771304,105.1500015258789
3357,1,0.5967229933079612,59.20000076293945
2543,0,0.4877484522847872,98.1500015258789
5360,0,0.42324647445245367,84.5
6268,0,0.15098949570979728,20.850000381469727
993,0,0.04498614712126706,26.100000381469727
4070,0,0.4449829238687815,74.0
1766,0,0.032041535721419455,20.549999237060547
4022,0,0.3268741593306968,18.850000381469727
1448,0,0.1905516403333289,20.850000381469727
6720,0,0.016557039755749958,84.0999984741211
5509,1,0.543934051442547,46.0
6731,0,0.08304154728162452,19.549999237060547
3736,0,0.34493521251615356,20.200000762939453
5797,0,0.12380549349038965,88.80000305175781
5669,0,0.38432849970730265,100.55000305175781
2860,1,0.5713647087013995,101.4000015258789
3824,1,0.6728994137458942,55.29999923706055
2967,0,0.05999423032096532,113.75
714,0,0.00390997449859937,25.399999618530273
4676,0,0.127596226551687,20.0
2911,1,0.8798430213888406,73.5
4653,0,0.2080029960556648,51.20000076293945
492,1,0.7138533932617788,74.4000015258789
1321,0,0.011564958981719286,65.8499984741211
3669,1,0.535686448586314,111.5
5652,1,0.6540557322705726,48.599998474121094
6777,1,0.5686348402321361,29.899999618530273
4147,0,0.007404685790360706,24.850000381469727
3848,1,0.5536045462559271,49.20000076293945
6149,1,0.5599536708187538,25.850000381469727
3897,0,0.06364936591160922,115.5
5809,1,0.7983441315408873,85.94999694824219
2367,1,0.7985507258844083,85.55000305175781
2219,1,0.7166939719930897,89.94999694824219
2397,1,0.8722434624008798,88.3499984741211
519,0,0.2523066419411621,20.049999237060547
3505,1,0.7292501718189838,24.950000762939453
5012,0,0.33774430962154317,20.100000381469727
685,1,0.6344732084598602,49.900001525878906
3812,0,0.13475039231325514,19.649999618530273
4986,1,0.6371397233551549,79.55000305175781
2294,1,0.7912387999695232,106.69999694824219
5006,0,0.3185964790065743,55.70000076293945
3665,0,0.07262867569818135,99.0
2155,1,0.782075001567234,85.0
5487,0,0.02332052248476714,20.149999618530273
4817,0,0.44898136705319,19.899999618530273
1219,0,0.18406194483623384,70.44999694824219
4206,0,0.04276954860883424,116.80000305175781
5067,0,0.1845701890253733,66.30000305175781
4317,0,0.1234267163581156,20.549999237060547
2486,0,0.2720656968201716,90.44999694824219
895,0,0.33370991876954814,94.30000305175781
580,0,0.1608939505771321,19.0
686,0,0.04434745456106673,24.600000381469727
6523,0,0.044320783540904726,45.900001525878906
3466,0,0.001947258436554214,25.100000381469727
5715,0,0.23391386057800748,108.1500015258789
2902,1,0.6959060299061987,74.0999984741211
3317,0,0.012487084841815797,70.80000305175781
6179,1,0.9141830236309457,95.1500015258789
6057,0,0.26313931063725043,61.54999923706055
1343,0,0.016750556514462344,73.05000305175781
4018,0,0.08335028389773139,69.44999694824219
2674,0,0.3591847678244427,20.049999237060547
1316,0,0.3343351272779531,19.950000762939453
302,1,0.7192220755432208,90.4000015258789
6015,1,0.7703155250441786,74.55000305175781
1584,0,0.0716837485036667,53.5
3970,0,0.013899464322518137,63.70000076293945
4160,0,0.14960174903842258,75.0
3898,0,0.025319141428626037,25.049999237060547
5484,0,0.12078975924724754,99.3499984741211
6457,0,0.03709884341411686,44.45000076293945
1890,0,0.37431244341078707,21.0
3145,1,0.8951774048530863,76.6500015258789
2699,1,0.5360064132599692,96.3499984741211
6308,1,0.886843905809701,70.3499984741211
3216,0,0.4177005811153254,50.45000076293945
2849,0,0.3455568406495478,20.299999237060547
7033,1,0.5229887804741566,69.5
1552,0,0.0756310883721209,80.55000305175781
3694,0,0.038116093788753726,108.75
4253,0,0.4377663801411864,88.75
894,0,0.14619599171533149,81.19999694824219
6436,0,0.04881986065899241,79.5999984741211
2892,0,0.392748743233056,20.450000762939453
2005,0,0.24216838701290389,100.44999694824219
5470,0,0.08108112549444789,89.44999694824219
1127,0,0.013768931058363087,66.25
5181,0,0.0053566860472817725,90.80000305175781
4408,0,0.03084134692920643,71.44999694824219
1070,1,0.9185132467814731,69.75
4984,0,0.19978634847312476,59.650001525878906
5886,0,0.0072112929839501395,19.75
3155,0,0.024677442383199962,19.850000381469727
2915,0,0.010704531718783942,63.79999923706055
809,1,0.854196352455594,69.55000305175781
5623,0,0.2582562746312434,51.099998474121094
4725,0,0.4187879789494164,62.04999923706055
6748,1,0.8424541979917396,85.0
6945,0,0.17293006392911364,98.30000305175781
6951,0,0.011130984790868322,19.899999618530273
1509,1,0.7033378198895923,76.6500015258789
4423,0,0.239064255328262,66.4000015258789
1088,0,0.4997808610575248,100.44999694824219
6098,0,0.13232073302945085,75.9000015258789
3844,0,0.07222006363398104,85.94999694824219
7036,0,0.2872368448423457,60.650001525878906
5902,0,0.4750685688753184,50.849998474121094
5828,0,0.005854630850390416,24.450000762939453
3320,0,0.1384321092990734,59.099998474121094
3818,0,0.06711767455584562,109.0999984741211
2580,1,0.5784075205059569,101.30000305175781
4600,0,0.03254967041973098,115.8499984741211
2798,1,0.8503705976702186,94.9000015258789
1851,1,0.8185029209397225,35.099998474121094
5725,0,0.018811498641896605,24.649999618530273
4008,0,0.07082141313110807,56.150001525878906
3751,0,0.4425994259273133,109.44999694824219
3291,0,0.08928961553310161,55.150001525878906
6537,0,0.07128997196879526,115.6500015258789
2961,0,0.2548605263626855,53.75
1123,0,0.05489364827534144,61.599998474121094
4113,0,0.03194343157399978,20.350000381469727
2319,1,0.7525929609355541,90.5999984741211
5975,0,0.42486882347232374,89.75
4473,1,0.7604790581903653,98.0999984741211
768,0,0.489770031584953,74.25
4151,0,0.25408743806974593,55.0
2711,1,0.5729434242414514,90.0999984741211
6075,0,0.19014944912933168,64.9000015258789
3437,0,0.111509060165342,56.29999923706055
311,0,0.45445154725568987,89.05000305175781
2424,0,0.37157417845937696,112.94999694824219
1237,0,0.07057384420250618,19.450000762939453
3398,0,0.06842836816404615,100.69999694824219
6230,0,0.2556407047661945,20.049999237060547
5515,0,0.019141531945182793,19.350000381469727
4165,1,0.7976012112287602,87.94999694824219
1578,1,0.512608394445605,59.5
5512,0,0.3254662297590997,55.29999923706055
6346,0,0.18101420317306216,49.25
5168,1,0.8722060104079771,80.80000305175781
6657,0,0.04497567990218668,20.450000762939453
51,0,0.4341523913930112,99.0999984741211
2064,0,0.05299784414304371,19.549999237060547
800,0,0.1164302431836516,75.6500015258789
14,0,0.4658690526710077,105.5
884,0,0.013047512372905867,35.79999923706055
6108,0,0.4280336657290358,25.149999618530273
4666,0,0.15323985655029734,19.200000762939453
6383,0,0.012211972911881763,40.099998474121094
5449,0,0.08162294653340843,103.1500015258789
949,0,0.022538339422155277,20.5
1549,1,0.6616647105044238,45.849998474121094
1693,0,0.04304301225791505,114.44999694824219
4185,1,0.5706478543220989,20.700000762939453
1648,0,0.20445211013245373,80.94999694824219
2691,0,0.3385247613747415,59.099998474121094
1288,0,0.005985889084659327,19.549999237060547
2792,0,0.41955973262735113,48.849998474121094
658,0,0.07987088384102939,19.850000381469727
5842,0,0.3842139825848898,78.75
4947,1,0.7360950526812874,98.3499984741211
6747,0,0.0347405315423172,35.45000076293945
5615,1,0.6014706772733467,20.200000762939453
4810,1,0.6820267753432155,89.8499984741211
4664,1,0.8062928312407173,74.9000015258789
4856,1,0.5978091942272113,91.1500015258789
3744,0,0.48718242831533926,75.5
7,0,0.4960247394838144,29.75
5736,0,0.3832989349378426,20.049999237060547
5039,1,0.881134342847372,79.5999984741211
3790,0,0.14402384578778293,19.299999237060547
2290,1,0.6746740244062313,48.75
183,0,0.03448335335633446,74.75
5587,0,0.43903283664203685,91.30000305175781
1037,1,0.6423612361791751,49.150001525878906
3251,1,0.7120874838294584,106.75
2701,0,0.005041382517008628,19.100000381469727
760,0,0.4010839282060404,20.799999237060547
6324,1,0.6010898071652151,75.8499984741211
5675,1,0.7889811592586102,69.5999984741211
165,0,0.0038573901023608082,19.899999618530273
2593,0,0.009210824586270466,20.299999237060547
404,0,0.03542772846812039,19.700000762939453
5166,0,0.28696121351926923,104.0
6104,0,0.25641999259220255,23.899999618530273
3957,0,0.34371198515691676,102.5999984741211
4281,0,0.07732931870062276,35.0
6190,1,0.8787407017055904,80.5
832,0,0.005838036900066311,74.0999984741211
805,0,0.09727667145870031,76.80000305175781
5773,0,0.1674673561950422,60.54999923706055
1557,0,0.2533582555041328,67.25
6127,0,0.31750172668613363,109.80000305175781
6885,1,0.5667796542086347,73.75
2088,0,0.20343088281490374,55.79999923706055
5234,0,0.45908381988539837,105.75
4259,0,0.43298202289482157,19.600000381469727
683,0,0.2311963305228573,103.75
2472,0,0.0043947725844591,70.9000015258789
1162,0,0.08722021923885723,72.3499984741211
2139,1,0.8313141634122111,66.8499984741211
2968,1,0.7536994381390895,90.4000015258789
3798,1,0.6786881853987772,100.30000305175781
3769,0,0.0828004692576985,26.200000762939453
6973,0,0.1287655631576461,94.0
4475,1,0.5215197260281504,19.549999237060547
6574,1,0.817701376325842,90.0999984741211
1277,0,0.0021615087051419742,20.100000381469727
6207,0,0.4771447099135209,85.0
743,0,0.004366408172178234,24.100000381469727
2138,0,0.021080857060855964,69.94999694824219
5891,0,0.48655070327766864,41.599998474121094
4305,0,0.028216228111524227,19.549999237060547
2204,0,0.13790749630663912,111.30000305175781
2467,0,0.1925168896284455,97.94999694824219
3112,0,0.09817588781872254,100.55000305175781
6735,0,0.008295752462364416,87.25
1756,0,0.17207641292489367,74.8499984741211
2034,0,0.03183059700174852,60.29999923706055
541,1,0.6493489369264399,58.95000076293945
4629,0,0.2261073033612575,19.299999237060547
1254,0,0.06479453757584532,88.80000305175781
6786,0,0.3493893989910923,48.54999923706055
6946,0,0.1149257822165521,45.54999923706055
796,0,0.23535648282000224,81.69999694824219
4028,0,0.04998674204379843,109.19999694824219
4210,0,0.05596222656921221,65.19999694824219
6423,0,0.0022616016540854935,24.25
2576,1,0.563950613175794,108.25
2278,0,0.45754422078087226,48.20000076293945
453,1,0.6724912179937761,81.05000305175781
1887,1,0.7303124131065314,72.6500015258789
3554,1,0.809939066238752,71.05000305175781
3293,1,0.683998591613143,64.0
5804,0,0.0021752253849141507,23.899999618530273
2608,0,0.21297542174719486,34.5
1568,1,0.5805666625018628,111.4000015258789
2913,0,0.010937833759097274,63.900001525878906
2351,0,0.03281397166859312,67.4000015258789
1846,0,0.04895515531863639,18.799999237060547
1083,1,0.8885920517292129,80.94999694824219
6206,0,0.3130458874797544,95.6500015258789
626,0,0.43718664248831185,84.25
3647,1,0.7981418189314264,69.69999694824219
2810,0,0.222174032543541,103.9000015258789
5716,1,0.635157906257629,55.29999923706055
1033,0,0.014594390493101458,23.649999618530273
6889,1,0.5972864379713301,89.8499984741211
5316,0,0.13906004044284306,93.6500015258789
479,1,0.7136904139785621,69.0
344,0,0.019347315577392697,20.25
4264,1,0.6571394179656315,104.44999694824219
3109,0,0.026032042678436687,25.950000762939453
5355,0,0.40487452113128,95.4000015258789
1381,1,0.7988760518237499,70.69999694824219
984,0,0.00539683543656102,23.75
657,0,0.07828023378757136,78.80000305175781
350,0,0.005057971136738336,62.79999923706055
4486,1,0.585173174800589,89.19999694824219
4038,0,0.010100715813146002,20.600000381469727
3638,0,0.40983685627854055,50.150001525878906
1697,0,0.0043713037238341254,75.55000305175781
933,1,0.8708782728419979,84.5999984741211
4266,0,0.16924712478063106,102.0
621,0,0.2034656016629561,92.05000305175781
1706,0,0.05323871269078958,97.6500015258789
3837,0,0.46991904264420514,105.6500015258789
6964,0,0.06627524037989642,56.29999923706055
3988,0,0.020172075422549483,81.1500015258789
1881,0,0.364925215289507,44.650001525878906
3874,1,0.7117245690847748,43.75
2329,0,0.2831317260476551,94.69999694824219
6725,0,0.1774567343318271,19.5
4422,1,0.6579320531105232,97.0
3117,0,0.0979395166222772,107.9000015258789
5194,0,0.4184059026030108,89.4000015258789
4402,0,0.06057106553432219,48.95000076293945
985,1,0.6583638433307644,80.5999984741211
4627,0,0.11586642073098471,116.5999984741211
101,0,0.32766686901901954,19.450000762939453
1388,0,0.310163225891334,58.349998474121094
4114,0,0.006186178192288164,19.950000762939453
2118,1,0.6365309491350606,80.1500015258789
1654,0,0.07597502140660249,18.799999237060547
6292,0,0.29918946409664954,100.0
3991,1,0.6942066448936536,93.5
4527,0,0.21029271767443852,80.44999694824219
6419,0,0.12113813886639924,84.9000015258789
2286,0,0.24070280260225307,64.4000015258789
3377,0,0.003867703805532216,25.049999237060547
6726,1,0.8645711331221948,70.75
4740,0,0.2966152015529004,39.099998474121094
6142,0,0.3814310761052078,50.25
6245,0,0.09360121929337555,80.0999984741211
680,1,0.7411445197266976,80.0
4670,0,0.10329396323105874,35.04999923706055
6174,1,0.7066870093663165,29.649999618530273
1351,0,0.2195733082887668,20.450000762939453
1844,0,0.011978324345401343,66.4000015258789
2704,0,0.05192626227740643,60.599998474121094
4478,1,0.7719710744691824,54.20000076293945
2509,0,0.012947159451611005,25.25
4171,0,0.29446012087015755,18.950000762939453
4977,0,0.019531560366745408,20.799999237060547
1023,1,0.6419183001210644,86.0999984741211
3541,0,0.3019291397859835,40.650001525878906
454,0,0.007335033599846907,24.399999618530273
4648,1,0.8614810241470465,70.30000305175781
3050,1,0.7248944246667279,85.4000015258789
1519,1,0.54642308832893,42.599998474121094
958,0,0.19874060976831048,81.75
4572,1,0.6850501817050234,106.1500015258789
315,0,0.05070341299162606,110.05000305175781
6796,0,0.25966963221821726,56.70000076293945
978,0,0.23895296851720904,103.75
2695,0,0.017875896102441967,81.4000015258789
791,0,0.028815847647935204,76.9000015258789
156,1,0.8407202068984659,84.1500015258789
6509,1,0.6821259249814874,25.049999237060547
260,1,0.7285256974438895,41.150001525878906
2516,1,0.8297877962548489,96.4000015258789
3007,1,0.5743825209535602,74.4000015258789
266,0,0.02721944183521778,24.899999618530273
1774,0,0.22514989295809903,48.75
882,1,0.8466130495394327,83.9000015258789
3565,1,0.6376353647702877,50.75
6270,0,0.016039188750221964,20.200000762939453
5585,0,0.37768102081060173,19.299999237060547
3787,1,0.7212507909828217,95.30000305175781
476,0,0.13034929587667757,76.05000305175781
6794,0,0.01516166966188031,19.549999237060547
6426,0,0.16555925216686082,50.04999923706055
3777,0,0.015125166891749918,19.299999237060547
6557,1,0.7837730930300649,100.0
2981,0,0.013845716877124851,20.5
1329,0,0.010053234122790935,19.399999618530273
1760,0,0.0665350094408482,54.900001525878906
3656,0,0.02119795626441919,49.79999923706055
6970,1,0.8357667655534073,74.3499984741211
5560,0,0.18742772050953535,94.1500015258789
1909,0,0.07120660304406533,20.649999618530273
1040,1,0.641270924844114,90.44999694824219
6539,0,0.28707046260734814,73.05000305175781
5822,1,0.6860577599514531,70.55000305175781
5048,0,0.2650009661621869,99.0999984741211
6991,1,0.9376907964606535,95.6500015258789
1783,1,0.7970150820570927,71.6500015258789
5078,0,0.12909360325852937,100.25
2154,0,0.020872683270890514,19.75
6073,0,0.006433935951335152,24.899999618530273
5183,0,0.28964445686179224,79.5999984741211
1440,0,0.05481366330230915,19.899999618530273
6650,0,0.40390789548426886,20.200000762939453
6838,1,0.5569859905302104,99.0
73,0,0.0067277306559287995,24.25
524,1,0.7204514231320269,100.05000305175781
85,1,0.7061467421612755,99.30000305175781
4748,0,0.0461711360140113,20.299999237060547
5270,0,0.0599949270440242,55.25
1883,0,0.3899380144915543,100.5
6674,0,0.28876188897305805,23.5
4166,0,0.02587536336887516,19.799999237060547
212,0,0.0036860119070167537,19.75
5617,0,0.39075282702993075,20.75
1250,0,0.2724288747533672,103.19999694824219
4792,0,0.37500010109716725,106.25
2015,0,0.22898247994483784,49.900001525878906
1451,0,0.1853695816820289,69.5
3440,0,0.006803635758543341,90.55000305175781
487,0,0.0859979846128141,88.5999984741211
6623,1,0.8399232537003635,76.44999694824219
4065,0,0.3762686141035834,19.75
5369,0,0.12890732364675878,20.350000381469727
3087,1,0.9117406585317099,87.05000305175781
3910,1,0.7657614238583389,106.4000015258789
4633,0,0.005926438819236686,24.049999237060547
447,0,0.015158524048615042,25.049999237060547
6157,0,0.35993066534766843,19.850000381469727
6679,0,0.01140606987364838,37.70000076293945
3727,1,0.9231986924650794,96.5999984741211
1214,1,0.8380210380283211,86.0
2927,1,0.8584799643183415,69.9000015258789
3956,1,0.763975522283945,105.30000305175781
24,0,0.016270772122467747,59.599998474121094
5597,1,0.6343737893871781,90.5
4654,0,0.020690480816860563,19.049999237060547
1081,1,0.6004812631861713,98.8499984741211
2421,0,0.27217692804495325,39.900001525878906
6159,0,0.26888091137970965,20.5
753,0,0.06930777601624018,20.25
4296,0,0.06414582921319979,72.25
900,0,0.42344749884837407,19.5
5422,0,0.0014964813382195986,62.650001525878906
922,1,0.6799382730979037,75.4000015258789
3767,0,0.07907956648519202,110.9000015258789
6690,0,0.10246628285669859,94.30000305175781
671,0,0.0042567136161411594,25.549999237060547
6111,1,0.8431650141221086,83.8499984741211
3368,0,0.3945504315744164,94.1500015258789
2797,1,0.8646467641476516,100.94999694824219
5100,1,0.8529917017174217,75.30000305175781
966,0,0.3949933464116578,19.25
5091,1,0.5410032310895868,30.5
715,0,0.4059340505973464,89.1500015258789
3672,0,0.14525515940203904,70.1500015258789
5499,1,0.7070770042676466,79.4000015258789
1696,1,0.8772994342236501,85.30000305175781
531,0,0.0017374195247853931,20.049999237060547
2490,0,0.14059809540141335,100.55000305175781
458,0,0.3106047560813278,20.0
428,1,0.8099880331614141,75.5999984741211
2279,0,0.0035670140741179274,25.100000381469727
2377,0,0.07830678998511409,55.29999923706055
4508,0,0.0739300977919334,19.899999618530273
2983,0,0.005081322861963716,89.9000015258789
